location_id,provider,lon,lat
28783,vodafone,5.71188929636694,50.77056793414925
28789,vodafone,5.713645813400315,50.78854060777836
28365,vodafone,5.735518937511297,50.81400497007071
28371,vodafone,5.712473268690913,50.82760034873771
33825,vodafone,5.695344385498841,50.82140007186904
28372,vodafone,5.727824525423235,50.828859487040994
28658,vodafone,5.974868625632916,50.83353025048704
28659,vodafone,5.722870755299911,50.834671781849394
28663,vodafone,5.714168093752417,50.838499010231146
28666,vodafone,5.695385467904847,50.84038434989343
31813,vodafone,4.580053976591561,51.909974276553264
31814,vodafone,4.341411084548216,51.91000755426354
31815,vodafone,4.508309736546552,51.910331552300406
31816,vodafone,4.374960434698983,51.91041817759504
31824,vodafone,4.242182329292711,51.911932123569606
31827,vodafone,4.4756365433785446,51.91255457031082
31828,vodafone,4.43733704732736,51.91261081119218
31830,vodafone,4.1150812622807065,51.91274639472514
31831,vodafone,4.494596777402752,51.91291583076558
31832,vodafone,4.544272261541417,51.913093839008646
31834,vodafone,4.448660049761908,51.913277062795736
31836,vodafone,4.613475185130389,51.91367764795347
31837,vodafone,4.1043984199690255,51.91374492854775
31839,vodafone,4.986555078880791,51.91390546048648
31841,vodafone,4.520226342304473,51.91415038348124
31843,vodafone,4.389352032084817,51.91486489316784
31844,vodafone,4.40282319477545,51.91500546849519
31846,vodafone,4.325670456591678,51.915565400393966
31848,vodafone,4.358021465180297,51.91579921677312
31849,vodafone,5.658349370993135,51.91608133110229
31851,vodafone,4.442418474422894,51.91633717806365
31852,vodafone,4.424690184579277,51.9167686083032
31853,vodafone,5.56627432863919,51.91685105189124
31855,vodafone,4.47631368191493,51.91715306992719
31856,vodafone,4.470530638986057,51.91775529919306
41103,vodafone,5.851086817661131,51.91793212782935
31858,vodafone,4.535859916749052,51.91830057260729
32172,vodafone,5.723439333218648,51.91840279800133
32174,vodafone,4.41523524249489,51.91909081031965
32176,vodafone,4.465396835260101,51.919297168634806
32177,vodafone,4.599927898400011,51.91954714612838
32178,vodafone,4.496129739203865,51.91990271290433
32182,vodafone,4.385289492751634,51.92040341503648
32186,vodafone,4.506836919251848,51.92097215391277
32191,vodafone,4.456131841222909,51.92165110140089
32192,vodafone,4.402092971127602,51.92179489632469
32194,vodafone,6.358402923732774,51.92192592076357
32199,vodafone,4.476816868438289,51.922451336447416
32203,vodafone,4.408401607564276,51.9231599666157
32207,vodafone,4.49787631254393,51.92346648327722
32209,vodafone,4.269255738524224,51.92380656925499
32216,vodafone,4.517119713174316,51.924464417395015
32217,vodafone,4.488183091073763,51.92474104992597
32220,vodafone,4.251276424786783,51.92534209888897
32221,vodafone,5.6350288701444935,51.92541774969856
32228,vodafone,4.462157400038711,51.926957095467664
32231,vodafone,4.509730861387961,51.92761845913201
32232,vodafone,4.480126187946321,51.92775329941127
32555,vodafone,5.8759059787649415,51.92925574419685
32557,vodafone,4.422820249174653,51.93007467492846
29397,vodafone,4.789521472941496,52.353192125422005
29398,vodafone,6.667531566156178,52.35417172635241
29405,vodafone,4.8093998069877015,52.355124344269
