properties.link_id,provider,location_id,bands,src.lon,src.lat,dst.lon,dst.lat,src_id,dst_id
36381.0,t-mobile,,,6.455585815870906,52.81824934464725,6.51172789721224,52.78910797998335,,29466
35444.0,unknown,,,4.578388188125656,52.300112563217716,4.579894104170471,52.31325442362418,32323,
32335.0,t-mobile,,,6.105944876813292,52.52199890424929,6.109441171176199,52.5258603051791,,
32925.0,t-mobile,,,5.094773115892587,52.659002035109815,5.063693037763326,52.65472463192203,,33062
31659.0,vodafone,,,5.990032801552435,53.2849412439567,5.945441437399191,53.301222840717614,32108,51101
31837.0,vodafone,,,5.990032801552435,53.2849412439567,5.945441437399191,53.301222840717614,32108,51101
31832.0,vodafone,,,7.169247624727725,53.09724805967406,7.176695582735746,53.118527984140705,30957,30975
31288.0,vodafone,,,5.048810993866221,51.51472281634846,5.045420531214248,51.473194088721826,30664,52503
32400.0,t-mobile,,,5.077833957161844,51.53889291668268,5.080389242984626,51.55538485917884,,
31795.0,vodafone,,,5.539309970015194,53.201750625916226,5.482826061456212,53.21902535809534,31705,52975
31198.0,t-mobile,,,4.584116571593568,52.343330146922185,4.616895486172686,52.34955202731573,29039,
32171.0,t-mobile,,,6.157410628758082,52.294606852663655,6.150556013017525,52.273610256994196,32298,
32390.0,t-mobile,,,4.695415924367668,51.57453184644847,4.727771938758786,51.57955480055196,,
32591.0,t-mobile,,,5.136886187007447,51.57853034157886,5.141862601013872,51.59469342367143,31766,32133
33409.0,unknown,,,4.345216225487538,51.90071985764681,4.374439130384775,51.89355954215787,,31433
33495.0,unknown,,,4.472169451501122,52.29300163647088,4.571393778836095,52.272219341470596,,
32946.0,t-mobile,,,5.615945318212795,52.97538988373448,5.632278791170718,52.94408518043076,,
23904.0,vodafone,,,5.863895382781547,53.34930424989591,5.880363345920446,53.39474795033934,32450,
24710.0,vodafone,,,5.863895382781547,53.34930424989591,5.904993744046896,53.37042039438469,32450,32457
32013.0,prorail,,,4.7505020000226414,51.59241792581249,4.908608868869137,51.583023470186944,34423,31774
32012.0,prorail,,,4.908608868869137,51.583023470186944,5.006581073882443,51.57725306550014,31774,
32682.0,prorail,,,4.89560995691173,52.38141636125974,4.900804307233629,52.379190887351534,,
31344.0,prorail,,,6.155523485524915,51.84821970411138,6.137331340589665,51.90180179254427,30351,
29273.0,t-mobile,,,6.595696264764096,53.29580399479389,6.572221005902455,53.22366236498161,32422,
25781.0,t-mobile,,,6.479553586870628,53.303224277758936,6.53033419033132,53.297611861836494,,
23333.0,t-mobile,,,5.695777787372284,53.112976101253935,5.7174982381112205,53.12552536455031,,30980
23439.0,kpn,,,5.8489718982940575,52.89805309158363,5.9229457391822145,52.96191661124896,,
27778.0,kpn,,,5.92305123756319,52.96202397659023,5.938641477856245,52.89916421879682,,
26042.0,vodafone,,,6.063301282517278,52.82833636208072,6.117802036103172,52.870253073723354,48381,33790
27143.0,kpn,,,5.773139548598515,52.965495938486626,5.693357077435653,53.00277736901359,,
29296.0,vodafone,,,5.634829332761395,53.0342206750513,5.534585900708814,53.02316265753088,54250,30584
36415.0,prorail,,,5.195587279303948,51.848610471960974,5.326089779296325,51.86892056099097,30352,30714
32330.0,t-mobile,,,4.440142980519742,52.051167338436834,4.407368253744324,52.04650378627239,30786,30768
23953.0,kpn,,,5.674280703834952,53.08039264223318,5.660198476537808,53.031388739154046,,30592
23536.0,t-mobile,,,5.078227070685906,52.64322387551316,5.031837947420585,52.64286066065301,,
23207.0,t-mobile,,,4.739083577969164,52.465974542612756,4.755449437146999,52.447278692690574,,
33685.0,t-mobile,,,6.7595612923920765,52.37416453299038,6.687411921236393,52.37233657855434,30159,
30384.0,vodafone,,,4.123271697885082,51.951254529681016,4.072021234457059,51.945748375727405,32885,32869
22362.0,t-mobile,,,4.698227302084591,51.84149638412675,4.693505831950405,51.83430464506135,,
27439.0,t-mobile,,,5.615945318212795,52.97538988373448,5.632278791170718,52.94408518043076,,
25422.0,t-mobile,,,4.418386354782369,51.88552558622635,4.4315599915938915,51.912249370912974,,
32079.0,vodafone,,,4.66408131537406,52.495469794435785,4.74561013360624,52.46646840520775,31995,31645
25555.0,vodafone,,,4.635032735871367,51.84400287783613,4.699912478125836,51.83186146678756,30335,30303
24584.0,t-mobile,,,4.518109315628886,51.85975288995569,4.5147517445784775,51.84872573138744,,
25532.0,t-mobile,,,4.532529552842088,51.87633509089412,4.544895547773434,51.87594801447652,,
29656.0,vodafone,,,4.462688624304999,51.94141516677383,4.4799746590022815,51.96549569960645,32599,28883
25676.0,t-mobile,,,4.673834133631313,52.33364079789832,4.643443842720857,52.35583364367434,,
27476.0,vodafone,,,4.489361791365654,51.88902879954771,4.485634890038061,51.885081155078176,31102,31084
22588.0,t-mobile,,,4.490804041550186,51.88955217213251,4.492356751513954,51.892557265138834,,
30343.0,vodafone,,,4.123271697885082,51.951254529681016,4.1060315407057235,51.939058390468524,32885,
